Nome,"Wagnild e Young Quando eu faço planos, eu levo eles até o fim",Wagnild e Young Eu costumo lidar com os problemas de uma forma ou de outra,Wagnild e Young Eu sou capaz de depender de mim mais do que qualquer outra pessoa,Wagnild e Young Manter interesse nas coisas é importante para mim,Wagnild e Young Eu posso estar por minha conta se eu precisar,Wagnild e Young Eu sinto orgulho de ter realizado coisas em minha vida,Wagnild e Young Eu costumo aceitar as coisas sem muita preocupação,Wagnild e Young Eu sou amigo de mim mesmo,Wagnild e Young Eu sinto que posso lidar com várias coisas ao mesmo tempo,Wagnild e Young Eu sou determinado,Wagnild e Young Eu raramente penso sobre o objetivo das coisas,Wagnild e Young Eu faço as coisas um dia de cada vez,Wagnild e Young Eu posso enfrentar tempos difíceis porque já experimentei dificuldades antes,Wagnild e Young Eu sou disciplinado,Wagnild e Young Eu mantenho interesse nas coisas,Wagnild e Young Eu normalmente posso achar motivo para rir,Wagnild e Young Minha crença em mim mesmo me leva a atravessar tempos difíceis,"Wagnild e Young Em uma emergência, eu sou uma pessoa em quem as pessoas podem contar",Wagnild e Young Eu posso geralmente olhar uma situação em diversas maneiras,Wagnild e Young Às vezes eu me obrigo a fazer coisas querendo ou não,Wagnild e Young Minha vida tem sentido,Wagnild e Young Eu não insisto em coisas as quais eu não posso fazer nada sobre elas,"Wagnild e Young Quando eu estou numa situação difícil, eu normalmente acho uma saída",Wagnild e Young Eu tenho energia suficiente para fazer o que eu tenho que fazer,Wagnild e Young Tudo bem se há pessoas que não gostam de mim,Wagnild e Young Total,Wagnild e Young Resultado
c42fec2963,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,1. Nada característico,7. Totalmente característico,4. Indiferente,7. Totalmente característico,4. Indiferente,4. Indiferente,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,3. Pouco característico,7. Totalmente característico,155.0,Alta
d47719ca13,7. Totalmente característico,6.Muito característico,6.Muito característico,6.Muito característico,5. Característico,6.Muito característico,5. Característico,6.Muito característico,5. Característico,6.Muito característico,3. Pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,1. Nada característico,6.Muito característico,5. Característico,6.Muito característico,139.0,Alta
070130a27e,4. Indiferente,5. Característico,7. Totalmente característico,6.Muito característico,6.Muito característico,7. Totalmente característico,6.Muito característico,6.Muito característico,2. Muito pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,4. Indiferente,6.Muito característico,6.Muito característico,5. Característico,6.Muito característico,6.Muito característico,145.0,Alta
5df7389e53,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,4. Indiferente,6.Muito característico,6.Muito característico,6.Muito característico,4. Indiferente,6.Muito característico,5. Característico,6.Muito característico,6.Muito característico,4. Indiferente,6.Muito característico,6.Muito característico,6.Muito característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,6.Muito característico,7. Totalmente característico,5. Característico,146.0,Alta
f2fd468d61,7. Totalmente característico,6.Muito característico,6.Muito característico,6.Muito característico,5. Característico,2. Muito pouco característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,5. Característico,5. Característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,7. Totalmente característico,6.Muito característico,2. Muito pouco característico,4. Indiferente,4. Indiferente,7. Totalmente característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,140.0,Alta
b9a070e807,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,6.Muito característico,5. Característico,5. Característico,5. Característico,5. Característico,126.0,Alta
fc82462f72,6.Muito característico,6.Muito característico,4. Indiferente,6.Muito característico,5. Característico,7. Totalmente característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,1. Nada característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,5. Característico,6.Muito característico,7. Totalmente característico,6.Muito característico,6.Muito característico,5. Característico,6.Muito característico,4. Indiferente,6.Muito característico,7. Totalmente característico,5. Característico,142.0,Alta
34711c24d7,3. Pouco característico,5. Característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,4. Indiferente,6.Muito característico,4. Indiferente,2. Muito pouco característico,4. Indiferente,7. Totalmente característico,3. Pouco característico,6.Muito característico,6.Muito característico,4. Indiferente,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,4. Indiferente,5. Característico,2. Muito pouco característico,5. Característico,121.0,Média
e878123313,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,6.Muito característico,3. Pouco característico,5. Característico,2. Muito pouco característico,2. Muito pouco característico,5. Característico,6.Muito característico,6.Muito característico,4. Indiferente,3. Pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,4. Indiferente,127.0,Alta
681b6d688f,7. Totalmente característico,7. Totalmente característico,5. Característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,5. Característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,1. Nada característico,5. Característico,7. Totalmente característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,5. Característico,7. Totalmente característico,5. Característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,154.0,Alta
38be2ad2c0,5. Característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,2. Muito pouco característico,5. Característico,7. Totalmente característico,4. Indiferente,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,161.0,Alta
518eb7111a,1. Nada característico,1. Nada característico,1. Nada característico,1. Nada característico,1. Nada característico,1. Nada característico,1. Nada característico,1. Nada característico,1. Nada característico,1. Nada característico,1. Nada característico,1. Nada característico,1. Nada característico,1. Nada característico,1. Nada característico,1. Nada característico,1. Nada característico,1. Nada característico,1. Nada característico,1. Nada característico,1. Nada característico,1. Nada característico,1. Nada característico,1. Nada característico,1. Nada característico,25.0,Baixa
00e41e8955,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,4. Indiferente,6.Muito característico,5. Característico,6.Muito característico,3. Pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,144.0,Alta
